Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
520,"S Owen. S Owen","Mahout in action",2012,"","sisis.rz.htw-berlin.de","https://sisis.rz.htw-berlin.de/inh2011/12399459.pdf","https://scholar.google.com/scholar?cites=10791391540799765800&as_sdt=5,33&sciodt=0,33&hl=en&num=20",177,"2017-06-15","PDF","","","",0,0,0,0,520
520,"C Cheadle. MP Vawter. WJ Freed. KG Becker","Analysis of microarray data using Z score transformation",2003,"The Journal of molecular …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1525157810604552","https://scholar.google.com/scholar?cites=10684327561399175993&as_sdt=5,33&sciodt=0,33&hl=en&num=20",887,"2017-06-15","","","","",0,0,0,0,520
519,"HS Park. CH Jun","A simple and fast algorithm for K-medoids clustering",2009,"Expert systems with applications","Elsevier","http://www.sciencedirect.com/science/article/pii/S095741740800081X","https://scholar.google.com/scholar?cites=3888192291574210088&as_sdt=5,33&sciodt=0,33&hl=en&num=20",158,"2017-06-15","","","","",0,0,0,0,519
507,"D Aloise. A Deshpande. P Hansen. P Popat","NP-hardness of Euclidean sum-of-squares clustering",2009,"Machine learning","Springer","http://www.springerlink.com/index/l0t87h30k7v6n3g2.pdf","https://scholar.google.com/scholar?cites=16087216879769289313&as_sdt=5,33&sciodt=0,33&hl=en&num=20",483,"2017-06-15","","","","",0,0,0,0,507
505,"J Magidson. J Vermunt","Latent class models for clustering: A comparison with K-means",2002,"Canadian Journal of Marketing …","hbanaszak.mjr.uw.edu.pl","http://hbanaszak.mjr.uw.edu.pl/TempTxt/MagidsonVermunt_2002_Latent%20Class%20Models%20for%20Clustering%20A%20Comparison%20with%20K-means.pdf","https://scholar.google.com/scholar?cites=6517964100752938637&as_sdt=5,33&sciodt=0,33&hl=en&num=20",52,"2017-06-15","PDF","","","",0,0,0,0,505
502,"B Georgescu. I Shimshoni. P Meer","Mean Shift Based Clustering in High Dimensions: A Texture Classification Example.",2003,"ICCV","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1238382/","https://scholar.google.com/scholar?cites=4398127418620460294&as_sdt=5,33&sciodt=0,33&hl=en&num=20",835,"2017-06-15","","","","",0,0,0,0,502
497,"SS Khan. A Ahmad","Cluster center initialization algorithm for K-means clustering",2004,"Pattern recognition letters","Elsevier","http://www.sciencedirect.com/science/article/pii/S0167865504000996","https://scholar.google.com/scholar?cites=18263402694448306765&as_sdt=5,33&sciodt=0,33&hl=en&num=20",13,"2017-06-15","","","","",0,0,0,0,497
496,"ALN Fred. AK Jain","Data clustering using evidence accumulation",2002,"Pattern Recognition. 2002. Proceedings. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1047450/","https://scholar.google.com/scholar?cites=4805287106484569229&as_sdt=5,33&sciodt=0,33&hl=en&num=20",167,"2017-06-15","","","","",0,0,0,0,496
496,"L Shen. M Toyota. Y Kondo. E Lin…","Integrated genetic and epigenetic analysis identifies three different subclasses of colon cancer",2007,"Proceedings of the …","National Acad Sciences","http://www.pnas.org/content/104/47/18654.short","https://scholar.google.com/scholar?cites=13240534204293842475&as_sdt=5,33&sciodt=0,33&hl=en&num=20",462,"2017-06-15","","","","",0,0,0,0,496
491,"PP Roy. K Roy","On some aspects of variable selection for partial least squares regression models",2008,"Molecular Informatics","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/qsar.200710043/full","https://scholar.google.com/scholar?cites=18181470849632843298&as_sdt=5,33&sciodt=0,33&hl=en&num=20",594,"2017-06-15","","","","",0,0,0,0,491
488,"KC Lee. J Ho. MH Yang…","Video-based face recognition using probabilistic appearance manifolds",2003,"Computer Vision and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1211369/","https://scholar.google.com/scholar?cites=5693649443719262314&as_sdt=5,33&sciodt=0,33&hl=en&num=20",778,"2017-06-15","","","","",0,0,0,0,488
475,"LM Shore. K Barksdale","Examining degree of balance and level of obligation in the employment relationship: A social exchange approach",1998,"Journal of organizational behavior","JSTOR","http://www.jstor.org/stable/3100286","https://scholar.google.com/scholar?cites=1873181951346652266&as_sdt=5,33&sciodt=0,33&hl=en&num=20",940,"2017-06-15","","","","",0,0,0,0,475
474,"P Lingras. C West","Interval set clustering of web users with rough k-means",2004,"Journal of Intelligent Information Systems","Springer","http://www.springerlink.com/index/J61R027414242082.pdf","https://scholar.google.com/scholar?cites=9024451869116987572&as_sdt=5,33&sciodt=0,33&hl=en&num=20",69,"2017-06-15","","","","",0,0,0,0,474
473,"P Smyth","Clustering sequences with hidden Markov models",1997,"Advances in neural information processing systems","papers.nips.cc","https://papers.nips.cc/paper/1217-clustering-sequences-with-hidden-markov-models.pdf","https://scholar.google.com/scholar?cites=17186379659472054330&as_sdt=5,33&sciodt=0,33&hl=en&num=20",946,"2017-06-15","PDF","","","",0,0,0,0,473
472,"L Luccheseyz. SK Mitray","Color image segmentation: A state-of-the-art survey",2001,"… of the Indian National Science Academy ( …","ultra.sdk.free.fr","http://ultra.sdk.free.fr/docs/Image-Processing/filters/Color%20Image%20Segmentation-A%20State-of-the-Art%20Survey.pdf","https://scholar.google.com/scholar?cites=7354334603742106576&as_sdt=5,33&sciodt=0,33&hl=en&num=20",878,"2017-06-15","PDF","","","",0,0,0,0,472
464,"F Moosmann. B Triggs. F Jurie","Fast discriminative visual codebooks using randomized clustering forests",2007,"Advances in neural information …","papers.nips.cc","http://papers.nips.cc/paper/3083-fast-discriminative-visual-codebooks-using-randomized-clustering-forests.pdf","https://scholar.google.com/scholar?cites=4371679638689049320&as_sdt=5,33&sciodt=0,33&hl=en&num=20",674,"2017-06-15","PDF","","","",0,0,0,0,464
464,"IS Dhillon. DS Modha","A data-clustering algorithm on distributed memory multiprocessors",2002,"Large-Scale Parallel Data Mining","Springer","http://link.springer.com/chapter/10.1007/3-540-46502-2_13","https://scholar.google.com/scholar?cites=16333231537890269087&as_sdt=5,33&sciodt=0,33&hl=en&num=20",853,"2017-06-15","","","","",0,0,0,0,464
462,"AP Gasch. MB Eisen","Exploring the conditional coregulation of yeast gene expression through fuzzy k-means clustering",2002,"Genome biology","genomebiology.biomedcentral.com","https://genomebiology.biomedcentral.com/articles/10.1186/gb-2002-3-11-research0059","https://scholar.google.com/scholar?cites=3514141758765478010&as_sdt=5,33&sciodt=0,33&hl=en&num=20",24,"2017-06-15","HTML","","","",0,0,0,0,462
450,"L Jing. MK Ng. JZ Huang","An entropy weighting k-means algorithm for subspace clustering of high-dimensional sparse data",2007,"IEEE Transactions on knowledge …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4262534/","https://scholar.google.com/scholar?cites=6504536204931024043&as_sdt=5,33&sciodt=0,33&hl=en&num=20",49,"2017-06-15","","","","",0,0,0,0,450
449,"S Krinidis. V Chatzis","A robust fuzzy local information C-means clustering algorithm",2010,"IEEE Transactions on Image Processing","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5393030/","https://scholar.google.com/scholar?cites=13865259969186082143&as_sdt=5,33&sciodt=0,33&hl=en&num=20",297,"2017-06-15","","","","",0,0,0,0,449
446,"K Nissim. S Raskhodnikova. A Smith","Smooth sensitivity and sampling in private data analysis",2007,"… of the thirty-ninth annual ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1250803","https://scholar.google.com/scholar?cites=15616401577165352805&as_sdt=5,33&sciodt=0,33&hl=en&num=20",952,"2017-06-15","","","","",0,0,0,0,446
440,"T Kanungo. DM Mount. NS Netanyahu…","A local search approximation algorithm for k-means clustering",2002,"Proceedings of the …","dl.acm.org","http://dl.acm.org/citation.cfm?id=513402","https://scholar.google.com/scholar?cites=9352175802537646466&as_sdt=5,33&sciodt=0,33&hl=en&num=20",21,"2017-06-15","","","","",0,0,0,0,440
438,"FR Bach. MI Jordan","Learning spectral clustering",2004,"Advances in neural information processing …","papers.nips.cc","http://papers.nips.cc/paper/2388-learning-spectral-clustering.pdf","https://scholar.google.com/scholar?cites=3683566240147668678&as_sdt=5,33&sciodt=0,33&hl=en&num=20",725,"2017-06-15","PDF","","","",0,0,0,0,438
437,"W Zhao. H Ma. Q He","Parallel k-means clustering based on mapreduce",2009,"IEEE International Conference on Cloud Computing","Springer","http://link.springer.com/10.1007/978-3-642-10665-1_71","https://scholar.google.com/scholar?cites=11383490030634592829&as_sdt=5,33&sciodt=0,33&hl=en&num=20",12,"2017-06-15","","","","",0,0,0,0,437
436,"S Zhang. RS Wang. XS Zhang","Identification of overlapping community structure in complex networks using fuzzy c-means clustering",2007,"Physica A: Statistical Mechanics and its …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378437106008119","https://scholar.google.com/scholar?cites=2805353266456914683&as_sdt=5,33&sciodt=0,33&hl=en&num=20",133,"2017-06-15","","","","",0,0,0,0,436
429,"MC Su. CH Chou","A modified version of the K-means algorithm with a distance based on cluster symmetry",2001,"IEEE Transactions on pattern analysis and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/927466/","https://scholar.google.com/scholar?cites=1297016022556993526&as_sdt=5,33&sciodt=0,33&hl=en&num=20",137,"2017-06-15","","","","",0,0,0,0,429
424,"SZ Selim. K Alsultan","A simulated annealing algorithm for the clustering problem",1991,"Pattern recognition","Elsevier","http://www.sciencedirect.com/science/article/pii/003132039190097O","https://scholar.google.com/scholar?cites=9901062180107559865&as_sdt=5,33&sciodt=0,33&hl=en&num=20",411,"2017-06-15","","","","",0,0,0,0,424
421,"D Pollard","Strong consistency of $ k $-means clustering",1981,"The Annals of Statistics","projecteuclid.org","http://projecteuclid.org/euclid.aos/1176345339","https://scholar.google.com/scholar?cites=10676993361138872066&as_sdt=5,33&sciodt=0,33&hl=en&num=20",15,"2017-06-15","","","","",0,0,0,0,421
419,"G Hamerly. C Elkan","Alternatives to the k-means algorithm that find better clusterings",2002,"… of the eleventh international conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=584890","https://scholar.google.com/scholar?cites=12120997353631071588&as_sdt=5,33&sciodt=0,33&hl=en&num=20",171,"2017-06-15","","","","",0,0,0,0,419
419,"K Rose. E Gurewitz. G Fox","A deterministic annealing approach to clustering",1990,"Pattern Recognition Letters","Elsevier","http://www.sciencedirect.com/science/article/pii/016786559090010Y","https://scholar.google.com/scholar?cites=6391033350679229017&as_sdt=5,33&sciodt=0,33&hl=en&num=20",254,"2017-06-15","","","","",0,0,0,0,419
415,"Z Huang. MK Ng","A fuzzy k-modes algorithm for clustering categorical data",1999,"IEEE Transactions on Fuzzy Systems","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/784206/","https://scholar.google.com/scholar?cites=11299907486247452226&as_sdt=5,33&sciodt=0,33&hl=en&num=20",289,"2017-06-15","","","","",0,0,0,0,415
410,"M Dash. K Choi. P Scheuermann…","Feature selection for clustering-a filter solution",2002,"Data Mining. 2002. ICDM …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1183893/","https://scholar.google.com/scholar?cites=5642931610370703037&as_sdt=5,33&sciodt=0,33&hl=en&num=20",909,"2017-06-15","","","","",0,0,0,0,410
408,"P D'haeseleer","How does gene expression clustering work?",2005,"Nature biotechnology","search.proquest.com","http://search.proquest.com/openview/ffcbac24076beef9a7d2264f0470d37d/1?pq-origsite=gscholar&cbl=47191","https://scholar.google.com/scholar?cites=6222135384014714572&as_sdt=5,33&sciodt=0,33&hl=en&num=20",881,"2017-06-15","","","","",0,0,0,0,408
406,"K Akashi. X He. J Chen. H Iwasaki. C Niu…","Transcriptional accessibility for genes of multiple tissues and hematopoietic lineages is hierarchically controlled during early hematopoiesis",2003,"Blood","Am Soc Hematology","http://www.bloodjournal.org/content/101/2/383.short","https://scholar.google.com/scholar?cites=2203947376657651903&as_sdt=5,33&sciodt=0,33&hl=en&num=20",656,"2017-06-15","","","","",0,0,0,0,406
406,"G Sherlock","Analysis of large-scale gene expression data",2000,"Current opinion in immunology","Elsevier","http://www.sciencedirect.com/science/article/pii/S0952791599000746","https://scholar.google.com/scholar?cites=1424802869784719300&as_sdt=5,33&sciodt=0,33&hl=en&num=20",777,"2017-06-15","","","","",0,0,0,0,406
404,"B Logan. A Salomon","A Music Similarity Function Based on Signal Analysis.",2001,"ICME","hpl.external.hp.com","https://scholar.google.comftp://ftp.hpl.external.hp.com/gatekeeper/pub/DEC/CRL/publications/logan/icme2001_logan.pdf","https://scholar.google.com/scholar?cites=4451825209235362567&as_sdt=5,33&sciodt=0,33&hl=en&num=20",792,"2017-06-15","PDF","","","",0,0,0,0,404
401,"C Goutte. P Toft. E Rostrup. FÅ Nielsen. LK Hansen","On clustering fMRI time series",1999,"NeuroImage","Elsevier","http://www.sciencedirect.com/science/article/pii/S1053811998903913","https://scholar.google.com/scholar?cites=8969001428483503400&as_sdt=5,33&sciodt=0,33&hl=en&num=20",819,"2017-06-15","","","","",0,0,0,0,401
399,"J Ho. MH Yang. J Lim. KC Lee…","Clustering appearances of objects under varying illumination conditions",2003,"Computer vision and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1211332/","https://scholar.google.com/scholar?cites=17952665696136286915&as_sdt=5,33&sciodt=0,33&hl=en&num=20",369,"2017-06-15","","","","",0,0,0,0,399
397,"Z Huang","Clustering large data sets with mixed numeric and categorical values",1997,"Proceedings of the 1st pacific-asia conference on …","grid.cs.gsu.edu","https://grid.cs.gsu.edu/~wkim/index_files/papers/kprototype.pdf","https://scholar.google.com/scholar?cites=13326197733913168919&as_sdt=5,33&sciodt=0,33&hl=en&num=20",943,"2017-06-15","PDF","","","",0,0,0,0,397
396,"S Sural. G Qian. S Pramanik","Segmentation and histogram generation using the HSV color space for image retrieval",2002,"Image Processing. 2002. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1040019/","https://scholar.google.com/scholar?cites=13567269182067922862&as_sdt=5,33&sciodt=0,33&hl=en&num=20",750,"2017-06-15","","","","",0,0,0,0,396
395,"KG Smith. CM Grimm","Environmental variation. strategic change and firm performance: A study of railroad deregulation",1987,"Strategic Management Journal","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/smj.4250080406/full","https://scholar.google.com/scholar?cites=9256108068699571867&as_sdt=5,33&sciodt=0,33&hl=en&num=20",894,"2017-06-15","","","","",0,0,0,0,395
390,"L Bottou. Y Bengio","Convergence properties of the k-means algorithms",1995,"Advances in neural information processing …","papers.nips.cc","https://papers.nips.cc/paper/989-convergence-properties-of-the-k-means-algorithms.pdf","https://scholar.google.com/scholar?cites=16708946409556889455&as_sdt=5,33&sciodt=0,33&hl=en&num=20",164,"2017-06-15","PDF","","","",0,0,0,0,390
385,"D Pelleg. A Moore","Accelerating exact k-means algorithms with geometric reasoning",1999,"Proceedings of the fifth ACM SIGKDD international …","dl.acm.org","http://dl.acm.org/citation.cfm?id=312248","https://scholar.google.com/scholar?cites=9444755331764920761&as_sdt=5,33&sciodt=0,33&hl=en&num=20",168,"2017-06-15","","","","",0,0,0,0,385
383,"L Xu. J Neufeld. B Larson…","Maximum margin clustering",2005,"Advances in neural …","papers.nips.cc","http://papers.nips.cc/paper/2602-maximum-margin-clustering.pdf","https://scholar.google.com/scholar?cites=10889621952489392458&as_sdt=5,33&sciodt=0,33&hl=en&num=20",937,"2017-06-15","PDF","","","",0,0,0,0,383
382,"A Topchy. AK Jain. W Punch","A mixture model for clustering ensembles",2004,"Proceedings of the 2004 SIAM International …","SIAM","http://epubs.siam.org/doi/abs/10.1137/1.9781611972740.35","https://scholar.google.com/scholar?cites=9220000303524330269&as_sdt=5,33&sciodt=0,33&hl=en&num=20",493,"2017-06-15","","","","",0,0,0,0,382
376,"R Dubes. AK Jain","Clustering techniques: the user's dilemma",1976,"Pattern Recognition","Elsevier","http://www.sciencedirect.com/science/article/pii/0031320376900455","https://scholar.google.com/scholar?cites=9537610545849891222&as_sdt=5,33&sciodt=0,33&hl=en&num=20",754,"2017-06-15","","","","",0,0,0,0,376
374,"CKJ Wang. SJH Biddle","Young people's motivational profiles in physical activity: A cluster analysis",2001,"Journal of Sport and Exercise …","journals.humankinetics.com","http://journals.humankinetics.com/doi/abs/10.1123/jsep.23.1.1","https://scholar.google.com/scholar?cites=8618288345538331436&as_sdt=5,33&sciodt=0,33&hl=en&num=20",650,"2017-06-15","","","","",0,0,0,0,374
360,"S Basu. I Davidson. K Wagstaff","Constrained clustering: Advances in algorithms. theory. and applications",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=GMAkzEWlJzsC&oi=fnd&pg=PA3&dq=k-means+clustering&ots=ugJi0yvGtP&sig=IYyuUWPgEBTa3VNohbYaPvHbdFY","https://scholar.google.com/scholar?cites=18190976528550247645&as_sdt=5,33&sciodt=0,33&hl=en&num=20",436,"2017-06-15","BOOK","","","",0,0,0,0,360
359,"D Steinley","K‐means clustering: A half‐century synthesis",2006,"British Journal of Mathematical and Statistical …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1348/000711005X48266/full","https://scholar.google.com/scholar?cites=8755273016674557460&as_sdt=5,33&sciodt=0,33&hl=en&num=20",43,"2017-06-15","","","","",0,0,0,0,359
358,"S Miyamoto. H Ichihashi. K Honda","Algorithms for fuzzy clustering",2008,"","Springer","http://link.springer.com/content/pdf/10.1007/978-3-540-78737-2.pdf","https://scholar.google.com/scholar?cites=16895816358688826244&as_sdt=5,33&sciodt=0,33&hl=en&num=20",689,"2017-06-15","BOOK","","","",0,0,0,0,358
351,"V Faber","Clustering and the continuous k-means algorithm",1994,"Los Alamos Science","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/d2d2/b5400cecccd057652744b928be26c72babb1.pdf","https://scholar.google.com/scholar?cites=8710617267373871478&as_sdt=5,33&sciodt=0,33&hl=en&num=20",146,"2017-06-15","PDF","","","",0,0,0,0,351
350,"S Bandyopadhyay. U Maulik","An evolutionary technique based on K-means algorithm for optimal clustering in RN",2002,"Information Sciences","Elsevier","http://www.sciencedirect.com/science/article/pii/S0020025502002086","https://scholar.google.com/scholar?cites=10791904702262202422&as_sdt=5,33&sciodt=0,33&hl=en&num=20",173,"2017-06-15","","","","",0,0,0,0,350
344,"S Har-Peled. S Mazumdar","On coresets for k-means and k-median clustering",2004,"Proceedings of the thirty-sixth annual ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1007400","https://scholar.google.com/scholar?cites=9549534493526252740&as_sdt=5,33&sciodt=0,33&hl=en&num=20",143,"2017-06-15","","","","",0,0,0,0,344
342,"S Luke. C Cioffi-Revilla. L Panait…","Mason: A new multi-agent simulation toolkit",2004,"Proceedings of the …","cobweb.cs.uga.edu","http://cobweb.cs.uga.edu/~maria/pads/papers/mason-SwarmFest04.pdf","https://scholar.google.com/scholar?cites=1579636518431170935&as_sdt=5,33&sciodt=0,33&hl=en&num=20",825,"2017-06-15","PDF","","","",0,0,0,0,342
336,"J Podani","Multivariate data analysis in ecology and systematics",1994,"Multivariate data analysis in ecology and …","hungary.pure.elsevier.com","https://hungary.pure.elsevier.com/en/publications/multivariate-data-analysis-in-ecology-and-systematics-a-methodolo","https://scholar.google.com/scholar?cites=1267934367712288482&as_sdt=5,33&sciodt=0,33&hl=en&num=20",198,"2017-06-15","","","","",0,0,0,0,336
335,"X Cui. TE Potok. P Palathingal","Document clustering using particle swarm optimization",2005,"… Intelligence Symposium. 2005. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1501621/","https://scholar.google.com/scholar?cites=18032657922874493814&as_sdt=5,33&sciodt=0,33&hl=en&num=20",486,"2017-06-15","","","","",0,0,0,0,335
329,"K Ranade. MS Chang. CT Ting. D Pei…","High-throughput genotyping with single nucleotide polymorphisms",2001,"Genome …","genome.cshlp.org","http://genome.cshlp.org/content/11/7/1262.short","https://scholar.google.com/scholar?cites=12374389362979894883&as_sdt=5,33&sciodt=0,33&hl=en&num=20",514,"2017-06-15","","","","",0,0,0,0,329
328,"A Demiriz. KP Bennett. MJ Embrechts","Semi-supervised clustering using genetic algorithms",1999,"Artificial neural networks in …","academia.edu","http://www.academia.edu/download/40354638/Semi-Supervised_Clustering_Using_Genetic20151124-29087-s0rvnf.pdf","https://scholar.google.com/scholar?cites=15527784506662507454&as_sdt=5,33&sciodt=0,33&hl=en&num=20",396,"2017-06-15","PDF","","","",0,0,0,0,328
328,"P Mangiameli. SK Chen. D West","A comparison of SOM neural network and hierarchical clustering methods",1996,"European Journal of Operational …","Elsevier","http://www.sciencedirect.com/science/article/pii/0377221796000380","https://scholar.google.com/scholar?cites=10807592639174449862&as_sdt=5,33&sciodt=0,33&hl=en&num=20",761,"2017-06-15","","","","",0,0,0,0,328
327,"K Chaudhuri. SM Kakade. K Livescu…","Multi-view clustering via canonical correlation analysis",2009,"Proceedings of the 26th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1553391","https://scholar.google.com/scholar?cites=16035390537962994877&as_sdt=5,33&sciodt=0,33&hl=en&num=20",550,"2017-06-15","","","","",0,0,0,0,327
327,"K Kamvar. S Sepandar. K Klein. D Dan…","Spectral learning",2003,"… Joint Conference of …","ilpubs.stanford.edu","http://ilpubs.stanford.edu:8090/587","https://scholar.google.com/scholar?cites=1830560373556490834&as_sdt=5,33&sciodt=0,33&hl=en&num=20",919,"2017-06-15","","","","",0,0,0,0,327
327,"D Cordes. V Haughton. JD Carew. K Arfanakis…","Hierarchical clustering to measure connectivity in fMRI resting-state data",2002,"Magnetic resonance …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0730725X02005039","https://scholar.google.com/scholar?cites=14001074661430756462&as_sdt=5,33&sciodt=0,33&hl=en&num=20",961,"2017-06-15","","","","",0,0,0,0,327
326,"J Mao. AK Jain","A self-organizing network for hyperellipsoidal clustering (HEC)",1996,"Ieee transactions on neural networks","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/478389/","https://scholar.google.com/scholar?cites=4768700645765816441&as_sdt=5,33&sciodt=0,33&hl=en&num=20",499,"2017-06-15","","","","",0,0,0,0,326
324,"F Camastra. A Verri","A novel kernel method for clustering",2005,"IEEE Transactions on Pattern Analysis …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1407882/","https://scholar.google.com/scholar?cites=978980930660152355&as_sdt=5,33&sciodt=0,33&hl=en&num=20",623,"2017-06-15","","","","",0,0,0,0,324
324,"B Dysvik. I Jonassen","J-Express: exploring gene expression data using Java",2001,"Bioinformatics","Oxford Univ Press","http://bioinformatics.oxfordjournals.org/content/17/4/369.short","https://scholar.google.com/scholar?cites=9166504310502363826&as_sdt=5,33&sciodt=0,33&hl=en&num=20",795,"2017-06-15","","","","",0,0,0,0,324
322,"A Topchy. AK Jain. W Punch","Combining multiple weak clusterings",2003,"Data Mining. 2003. ICDM 2003. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1250937/","https://scholar.google.com/scholar?cites=5645161149677009200&as_sdt=5,33&sciodt=0,33&hl=en&num=20",576,"2017-06-15","","","","",0,0,0,0,322
317,"SL Phung. A Bouzerdoum…","A novel skin color model in ycbcr color space and its application to human face detection",2002,"Image Processing. 2002. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1038016/","https://scholar.google.com/scholar?cites=15728680067882953032&as_sdt=5,33&sciodt=0,33&hl=en&num=20",966,"2017-06-15","","","","",0,0,0,0,317
316,"D Boley. M Gini. R Gross. EHS Han. K Hastings…","Partitioning-based clustering for web document categorization",1999,"Decision Support …","Elsevier","http://www.sciencedirect.com/science/article/pii/S016792369900055X","https://scholar.google.com/scholar?cites=5487939920460249101&as_sdt=5,33&sciodt=0,33&hl=en&num=20",732,"2017-06-15","","","","",0,0,0,0,316
316,"MA Van Den Berg. R Albang. K Albermann…","Genome sequencing and analysis of the filamentous fungus Penicillium chrysogenum",2008,"Nature …","nature.com","http://www.nature.com/nbt/journal/v26/n10/abs/nbt.1498.html","https://scholar.google.com/scholar?cites=14786291702262988370&as_sdt=5,33&sciodt=0,33&hl=en&num=20",970,"2017-06-15","","","","",0,0,0,0,316
312,"G Jagannathan. RN Wright","Privacy-preserving distributed k-means clustering over arbitrarily partitioned data",2005,"Proceedings of the eleventh ACM SIGKDD …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1081942","https://scholar.google.com/scholar?cites=8770608246261858907&as_sdt=5,33&sciodt=0,33&hl=en&num=20",32,"2017-06-15","","","","",0,0,0,0,312
312,"A Fred","Finding consistent clusters in data partitions",2001,"International Workshop on Multiple Classifier Systems","Springer","http://link.springer.com/chapter/10.1007/3-540-48219-9_31","https://scholar.google.com/scholar?cites=11761865666121628991&as_sdt=5,33&sciodt=0,33&hl=en&num=20",391,"2017-06-15","","","","",0,0,0,0,312
309,"DS Modha. WS Spangler","Feature weighting in k-means clustering",2003,"Machine learning","Springer","http://www.springerlink.com/index/L78L86H677024406.pdf","https://scholar.google.com/scholar?cites=16230246039192456771&as_sdt=5,33&sciodt=0,33&hl=en&num=20",31,"2017-06-15","","","","",0,0,0,0,309
307,"D Arthur. S Vassilvitskii","How slow is the k-means method?",2006,"Proceedings of the twenty-second annual …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1137880","https://scholar.google.com/scholar?cites=1808553059387801966&as_sdt=5,33&sciodt=0,33&hl=en&num=20",261,"2017-06-15","","","","",0,0,0,0,307
306,"PA Burrough. PFM van Gaans. RA MacMillan","High-resolution landform classification using fuzzy k-means",2000,"Fuzzy sets and systems","Elsevier","http://www.sciencedirect.com/science/article/pii/S0165011499000111","https://scholar.google.com/scholar?cites=15559267547329410815&as_sdt=5,33&sciodt=0,33&hl=en&num=20",279,"2017-06-15","","","","",0,0,0,0,306
306,"Y Chi. X Song. D Zhou. K Hino. BL Tseng","Evolutionary spectral clustering by incorporating temporal smoothness",2007,"Proceedings of the 13th ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1281212","https://scholar.google.com/scholar?cites=8514567160709784241&as_sdt=5,33&sciodt=0,33&hl=en&num=20",452,"2017-06-15","","","","",0,0,0,0,306
306,"KE Reynolds. SE Beatty","A relationship customer typology",2000,"Journal of retailing","Elsevier","http://www.sciencedirect.com/science/article/pii/S0022435999000160","https://scholar.google.com/scholar?cites=6669855816714093163&as_sdt=5,33&sciodt=0,33&hl=en&num=20",859,"2017-06-15","","","","",0,0,0,0,306
295,"LNF Ana. AK Jain","Robust data clustering",2003,"Computer Vision and Pattern Recognition. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1211462/","https://scholar.google.com/scholar?cites=11694044589134350005&as_sdt=5,33&sciodt=0,33&hl=en&num=20",403,"2017-06-15","","","","",0,0,0,0,295
290,"MF Jiang. SS Tseng. CM Su","Two-phase clustering process for outliers detection",2001,"Pattern recognition letters","Elsevier","http://www.sciencedirect.com/science/article/pii/S0167865500001318","https://scholar.google.com/scholar?cites=16292456721391421486&as_sdt=5,33&sciodt=0,33&hl=en&num=20",978,"2017-06-15","","","","",0,0,0,0,290
288,"F Morsdorf. E Meier. B Kötz. KI Itten. M Dobbertin…","LIDAR-based geometric reconstruction of boreal type forest stands at single tree level for forest and wildland fire management",2004,"Remote Sensing of …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0034425704001464","https://scholar.google.com/scholar?cites=17643541074826341604&as_sdt=5,33&sciodt=0,33&hl=en&num=20",915,"2017-06-15","","","","",0,0,0,0,288
286,"B Deen. NB Pitskel. KA Pelphrey","Three systems of insular functional connectivity identified with cluster analysis",2010,"Cerebral cortex","academic.oup.com","https://academic.oup.com/cercor/article-abstract/21/7/1498/331510","https://scholar.google.com/scholar?cites=6164047153730462373&as_sdt=5,33&sciodt=0,33&hl=en&num=20",753,"2017-06-15","","","","",0,0,0,0,286
